trip_purpose,passanger,weather_condition,ambient_temp,time_block,offer_validity,customer_gender,age_group,marital_status,household_children_flag,education_level,employment_type,income_band,vehicle_class,accepted_flag,behavioral_index,segment_flag,activity_score,risk_index,recency_score,id
Home,Alone,Sunny,81.45677698732483,6PM,1d,Female,21,Unmarried partner,1.0109221873242205,Associates degree,Food Preparation & Serving Related,$12500 - $24999,,0,0.16479818391978132,2,0.25544756068023555,0.3602410174793327,0.05858185490809953,3575
Work,Alone,Sunny,55.50320518632044,7AM,1d,Female,31,Married partner,1.007290143222637,Associates degree,Unemployed,$37500 - $49999,,1,-1.451557272411299,3,0.1325549172204414,0.361047640732885,0.4739957276254734,3576
No Urgent Place,Kid(s),Snowy,80.59156276463698,10AM,2h,Female,21,Unmarried partner,0.9971936375963373,Some college - no degree,Unemployed,$37500 - $49999,,0,0.7313672648997892,2,0.20640212856908383,1.4734041694094662,0.6889130612372378,3577
Work,Alone,Sunny,77.81639984671538,7AM,2h,Male,26,Single,-0.009356701269185383,Bachelors degree,Unemployed,$100000 or More,,0,-0.6295909322566037,3,0.05834158609280658,0.8499114426382758,0.44055070683031305,3578
Work,Alone,Sunny,81.78512237007146,10AM,1d,Female,31,Married partner,0.9806808359198117,Some college - no degree,Education&Training&Library,$50000 - $62499,,1,0.697784354801488,1,0.5849302359483515,0.2558746212512159,0.11403848722195586,3579
Work,Partner,Sunny,54.092593055450344,7AM,1d,Female,50plus,Married partner,1.0054055982579553,Associates degree,Retired,$25000 - $37499,,1,0.9962588720125055,1,0.1964829913882273,2.281958638418171,0.9291888893658002,3580
No Urgent Place,Partner,Sunny,53.88240375053737,10AM,1d,Male,26,Single,-0.010101596855758212,Bachelors degree,Unemployed,$62500 - $74999,,0,0.5282264539558721,2,0.18357693573435654,0.6174080120992552,0.9006209515862467,3581
Work,Alone,Snowy,80.19880461064344,7AM,1d,Male,31,Married partner,0.9613677058436543,Some college - no degree,Production Occupations,$37500 - $49999,,0,-1.313672252871771,3,0.47895179943823046,0.370779993909332,0.6166481304138445,3582
No Urgent Place,Friend(s),Sunny,81.54356666987096,10AM,1d,Female,50plus,Divorced,1.013818208906426,Graduate degree (Masters or Doctorate),Community & Social Services,$25000 - $37499,,1,-0.724436506106869,2,0.39472209208191467,0.41860150632461357,0.7804139751048811,3583
No Urgent Place,Friend(s),Sunny,80.16297857791722,6PM,1d,Female,36,Single,-0.004494018723422607,Bachelors degree,Office & Administrative Support,$87500 - $99999,do not drive,0,0.7988127232786129,0,0.39140337592192515,1.0054878829928129,0.1380346009646617,3584
No Urgent Place,Friend(s),Sunny,54.780930719883116,2PM,1d,Male,36,Married partner,0.9588819870332366,Graduate degree (Masters or Doctorate),Legal,$87500 - $99999,,1,0.6396399117513718,2,0.30118313776444716,0.37700758710954985,0.15311401588534002,3585
Work,Alone,Rainy,55.878207442912924,7AM,2h,Female,26,Single,-0.007807928305023675,Graduate degree (Masters or Doctorate),Legal,$25000 - $37499,,0,-0.3537202369227254,1,0.5107862940122078,1.3592145370113644,0.2250369835265693,3586
Home,Alone,Sunny,79.29776484593019,10PM,1d,Female,36,Divorced,0.9947966785866733,Graduate degree (Masters or Doctorate),Student,$12500 - $24999,,1,0.9323800336927908,0,0.2897933814916095,4.017327090796484,0.9842824853596981,3587
No Urgent Place,Alone,Snowy,31.106209915348916,2PM,1d,Female,31,Married partner,0.01624074567412091,Some college - no degree,Food Preparation & Serving Related,$100000 or More,,0,1.497023427886667,3,0.18438116793123405,0.19969317307308151,0.3612113382994351,3588
No Urgent Place,Kid(s),Sunny,53.96600932295964,6PM,2h,Female,26,Married partner,1.00683883413146,Some college - no degree,Architecture & Engineering,$37500 - $49999,,1,0.15459589308649804,0,0.41426834328468193,1.4063948670205861,0.19319727960869137,3589
Home,Alone,Snowy,31.55108745920434,2PM,1d,Female,41,Married partner,1.0027080072215921,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,,0,-0.3823489072985039,0,0.17712539590882612,1.379295920359875,0.18813813985143735,3590
No Urgent Place,Alone,Sunny,80.18430099248427,10AM,2h,Male,21,Divorced,-0.034064089495490925,Bachelors degree,Student,$25000 - $37499,,1,-1.088622053010473,1,0.3317038347196964,1.1031883347798825,0.26982370464999594,3591
No Urgent Place,Kid(s),Sunny,54.59104172825522,6PM,1d,Male,26,Married partner,1.033584830270298,Some college - no degree,Computer & Mathematical,$12500 - $24999,Mazda5,1,-2.286092766423912,0,0.17724359177423157,1.278624677813655,0.8371520658188021,3592
Home,Partner,Rainy,56.44008693354219,10PM,1d,Male,26,Unmarried partner,0.016710390961091733,Some college - no degree,Unemployed,$12500 - $24999,,0,-1.1158919224230364,3,0.294255459697715,1.2719634566670597,0.5270385470572889,3593
Home,Alone,Sunny,80.80490422891607,6PM,2h,Female,26,Married partner,-0.038138912540694285,Bachelors degree,Unemployed,$87500 - $99999,,1,1.370503969125239,0,0.05296131067023862,0.8751381986545193,0.04809514112256952,3594
No Urgent Place,Alone,Snowy,28.0423580195588,7AM,1d,Male,26,Married partner,0.0018806617056541313,Graduate degree (Masters or Doctorate),Architecture & Engineering,$100000 or More,,1,0.020519138369009454,3,0.1896295737858052,0.48055747620187267,0.025717303627033283,3595
Work,Alone,Sunny,56.56866761949453,7AM,2h,Male,below21,Unmarried partner,0.00471260113976776,High School Graduate,Student,$87500 - $99999,,1,-0.27204225495803813,1,0.23546737805324022,0.5345116130843929,0.5229483095917687,3596
Work,Alone,Snowy,28.468987639821886,7AM,2h,Male,50plus,Unmarried partner,0.9901279184541913,Associates degree,Transportation & Material Moving,$12500 - $24999,,0,-0.6645254725215023,2,0.6838453787039772,5.6802456702928446,0.8934550881977672,3597
No Urgent Place,Partner,Sunny,80.14607809711269,10AM,1d,Female,below21,Single,-0.03407890799435255,High School Graduate,Unemployed,$75000 - $87499,,0,-0.7046467377304347,1,0.31835883662369846,1.164849189294084,0.30554634347904097,3598
No Urgent Place,Alone,Sunny,80.91321314137762,2PM,2h,Male,31,Single,0.03867037869038682,High School Graduate,Unemployed,$12500 - $24999,,1,0.016221490344815435,0,0.3415004078991009,0.46698878254014586,0.4918146639505595,3599
No Urgent Place,Alone,Sunny,78.38320938614916,2PM,2h,Male,46,Unmarried partner,0.008191733614002343,Some college - no degree,Transportation & Material Moving,$12500 - $24999,,1,1.242437149779227,0,0.18568565604694093,0.9757778847112066,0.11813919572074583,3600
Work,Alone,Snowy,30.217050083631563,7AM,1d,Male,21,Single,-0.02233267799313161,Some college - no degree,Student,$100000 or More,,1,0.1473401317860985,1,0.2653508673184273,1.393576754366916,0.24264421954072712,3601
No Urgent Place,Friend(s),Rainy,55.89989855752083,6PM,1d,Male,41,Single,-0.0029524730839263166,High School Graduate,Unemployed,Less than $12500,,1,-1.389087658626722,0,0.33049011978348974,0.47769164718689916,0.6889400833559849,3602
Home,Partner,Sunny,54.986775294557276,10PM,1d,Male,41,Married partner,0.010107394980444561,Some college - no degree,Production Occupations,Less than $12500,,0,-0.5780750895244697,0,0.7662524808780959,0.8002014935290713,0.06812360055306732,3603
No Urgent Place,Friend(s),Sunny,79.74333930192195,2PM,2h,Female,36,Married partner,0.9637429691975159,Some college - no degree,Construction & Extraction,$12500 - $24999,Car that is too old to install Onstar :D,1,0.38987534974948024,3,0.31506919014025453,1.0467598781024579,0.5910639979596787,3604
No Urgent Place,Alone,Sunny,55.841081103848275,6PM,2h,Female,31,Married partner,1.0181990061472357,Graduate degree (Masters or Doctorate),Education&Training&Library,$12500 - $24999,,1,-1.256453535793382,0,0.1497351644345833,3.000692716881046,0.06835440008571347,3605
Home,Alone,Rainy,56.387788091115596,6PM,1d,Male,21,Single,0.0067646541819989065,Bachelors degree,Unemployed,$100000 or More,Mazda5,1,-2.6100383841135466,1,0.3445259524716245,0.1272748651924662,0.7315258242426297,3606
Work,Kid(s),Sunny,30.618928235397693,7AM,1d,Female,31,Single,-0.05722195817357043,Graduate degree (Masters or Doctorate),Student,$25000 - $37499,,0,1.0612359963525924,0,0.19173989009495754,0.6379054512390356,0.42867285901714136,3607
Home,Alone,Sunny,78.95428102189372,7AM,2h,Male,46,Unmarried partner,-0.0006369919215689521,Some college - no degree,Transportation & Material Moving,$12500 - $24999,,1,0.4198042322214149,1,0.06219541333962541,1.0450326368988192,0.2192656001534704,3608
No Urgent Place,Friend(s),Sunny,80.97921131121903,10AM,1d,Male,31,Married partner,-0.02589372855156065,Associates degree,Construction & Extraction,$87500 - $99999,,1,-0.31862575656635256,3,0.27267407442361347,0.8743733445249523,0.7872277753836276,3609
No Urgent Place,Friend(s),Sunny,54.18664410015552,10PM,1d,Male,26,Single,-0.015804714134873644,High School Graduate,Unemployed,$37500 - $49999,,0,0.6763925435280201,0,0.5883298383427247,1.6987650107008987,0.6611086669767583,3610
Home,Alone,Sunny,81.36907074799484,10PM,1d,Male,21,Single,-0.01935233580581346,Some college - no degree,Sales & Related,$37500 - $49999,Mazda5,0,-1.4514617872619695,3,0.49123290844355566,1.236120028329525,0.5711649068840394,3611
Home,Alone,Sunny,79.35660823320534,7AM,2h,Male,50plus,Unmarried partner,0.9612980083349539,Associates degree,Retired,$50000 - $62499,do not drive,0,-1.148524399967928,3,0.17527363077302457,0.11731504964723204,0.7107422086537756,3612
Home,Alone,Rainy,54.838817367103786,7AM,1d,Male,31,Married partner,0.9777671471077692,Bachelors degree,Computer & Mathematical,$12500 - $24999,,0,-0.10306481045023791,3,0.2113717344159888,0.8774211182058483,0.74832714933908,3613
No Urgent Place,Alone,Sunny,55.3780981313585,2PM,1d,Female,46,Single,0.9942553502611369,Some college - no degree,Sales & Related,$37500 - $49999,,1,2.65248768449211,3,0.23744814135122308,0.8303235448069963,0.6983530684309157,3614
Home,Alone,Sunny,80.32682335031316,10PM,1d,Female,31,Single,1.003480292236213,Some college - no degree,Management,$37500 - $49999,,0,-0.8298687833625666,1,0.287719308663278,2.5446913555389967,0.5534201348900135,3615
Work,Alone,Sunny,81.11252716022403,7AM,1d,Female,50plus,Single,0.9986096859628357,High School Graduate,Legal,$25000 - $37499,,1,1.483802970228858,0,0.14870874911903761,0.6428182864113282,0.38371939180988424,3616
Home,Alone,Snowy,29.50793895276038,10PM,2h,Male,31,Divorced,0.9858201308414217,Some college - no degree,Protective Service,$100000 or More,,0,0.6626010758285474,1,0.5162412214218367,1.0323073783496584,0.9013577413586724,3617
Work,Alone,Sunny,29.412157914090567,10PM,1d,Male,26,Single,0.9669360750773898,Some High School,Unemployed,Less than $12500,,1,-0.3289269377478858,2,0.20551950870694946,1.0032249031380844,0.8422078230827824,3618
Work,Alone,Sunny,78.59429474567634,7AM,1d,Female,31,Unmarried partner,0.007039704595144467,Bachelors degree,Legal,$100000 or More,,0,-1.0268517390971208,3,0.2752274384366179,1.5841985358423158,0.041759150202980044,3619
Home,Alone,Rainy,53.686908557069756,10PM,2h,Female,31,Single,0.021761285626828702,Bachelors degree,Education&Training&Library,$25000 - $37499,,0,-0.6369305313123045,3,0.3326591781682926,0.7012803193347138,0.04227467786242578,3620
No Urgent Place,Friend(s),Sunny,30.74228568006864,10AM,1d,Male,26,Single,-0.0020642377405189027,Bachelors degree,Computer & Mathematical,$62500 - $74999,,1,0.8370153238743118,0,0.307850601656946,1.750371264415036,0.8854934733519833,3621
Work,Alone,Sunny,55.08104657904143,7AM,2h,Female,21,Single,-0.046448699969714395,Some college - no degree,Management,$25000 - $37499,,0,-0.20580662010980716,0,0.06827302398134752,0.6638779676802582,0.6130859614135443,3622
No Urgent Place,Friend(s),Rainy,54.785082906938364,7AM,1d,Female,36,Married partner,1.0027503072139319,Bachelors degree,Computer & Mathematical,$50000 - $62499,,0,-1.63388664596595,3,0.3782453737124005,0.9390504490289572,0.21815537630923987,3623
No Urgent Place,Partner,Sunny,30.141827487591634,10AM,1d,Male,50plus,Married partner,0.028712727925051727,Graduate degree (Masters or Doctorate),Retired,$50000 - $62499,,0,0.1302538073790413,3,0.3437539370109634,0.44616917654327803,0.5564748861249985,3624
Home,Alone,Sunny,80.44790868898114,6PM,1d,Male,46,Single,0.03382997941411341,Bachelors degree,Life Physical Social Science,$37500 - $49999,Mazda5,0,1.221928995641059,1,0.4375147119692389,0.12940440693054045,0.8387025285465288,3625
Work,Alone,Sunny,56.027576222377824,7AM,2h,Female,41,Divorced,0.9487751089018677,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,1,0.544309206829861,3,0.07499960246352277,0.5111338795311983,0.6538348357615232,3626
No Urgent Place,Partner,Sunny,30.75161953162574,10AM,1d,Male,26,Married partner,-0.041011538734379266,Bachelors degree,Office & Administrative Support,$25000 - $37499,,0,0.04450821615922776,1,0.15406493045865124,0.3964097269610439,0.4117449750261777,3627
No Urgent Place,Friend(s),Sunny,80.9644147949485,10AM,2h,Female,26,Married partner,0.03210257172016978,Bachelors degree,Community & Social Services,$100000 or More,,0,-0.5016302431514126,0,0.30274330054986837,1.469970392211105,0.5546226246491771,3628
No Urgent Place,Friend(s),Sunny,78.72761955808618,6PM,2h,Male,26,Married partner,1.0212787558245435,Bachelors degree,Management,$50000 - $62499,,0,-0.9243798884036558,3,0.24097129099398176,1.0460136574369612,0.5750484363401234,3629
No Urgent Place,Alone,Sunny,80.7090239702484,10AM,1d,Male,26,Single,0.026203195353069825,Some college - no degree,Transportation & Material Moving,$62500 - $74999,Scooter and motorcycle,1,-0.17384023161930576,0,0.18669988830947612,0.21116992505548687,0.778071143939242,3630
No Urgent Place,Kid(s),Sunny,81.22989147006419,6PM,2h,Female,46,Single,-0.04405973726991717,Bachelors degree,Student,$12500 - $24999,,0,0.9663781281811117,3,0.27044074772542,1.4058402416692584,0.7552942109469825,3631
No Urgent Place,Kid(s),Sunny,54.33419343300544,2PM,1d,Female,26,Married partner,1.007385967466393,Some High School,Architecture & Engineering,$37500 - $49999,,1,-1.249511746246777,2,0.12773794772431304,0.614481597476472,0.3989184139645917,3632
No Urgent Place,Alone,Snowy,79.56777139884565,10AM,1d,Female,50plus,Single,-0.03572939762657035,Graduate degree (Masters or Doctorate),Education&Training&Library,$12500 - $24999,,0,-1.4122641845407833,1,0.26908897960987777,0.18603883612103486,0.4432792799470856,3633
No Urgent Place,Friend(s),Rainy,55.09452887759858,10PM,2h,Male,50plus,Widowed,-0.002404196714345987,Some college - no degree,Installation Maintenance & Repair,Less than $12500,,0,0.12432809410633523,3,0.3821532299726513,0.8646074059532404,0.4660468271062175,3634
Work,Alone,Sunny,81.40286643098985,7AM,2h,Male,36,Unmarried partner,0.023930581038704497,Bachelors degree,Education&Training&Library,$25000 - $37499,,1,-0.8436047270799645,0,0.5049904860239229,0.797202799679661,0.7804879470691503,3635
Work,Alone,Rainy,55.3588265968018,7AM,2h,Male,36,Widowed,0.9651976132781722,Bachelors degree,Business & Financial,$75000 - $87499,,1,-1.7570944948373988,0,0.041216700594037925,1.006339811088575,0.4895393394592553,3636
No Urgent Place,Friend(s),Sunny,79.54786471415865,6PM,1d,Male,36,Married partner,-0.014466872922230457,Some college - no degree,Healthcare Practitioners & Technical,$25000 - $37499,,1,0.41513267475496546,1,0.22197569751561497,0.6508017102250252,0.255919819635685,3637
Home,Alone,Snowy,54.317671781847075,6PM,1d,Male,36,Single,-0.01686298717772028,Some college - no degree,Sales & Related,$50000 - $62499,,1,-0.10587047457582659,0,0.13074518647604402,0.5582075976872579,0.9481549175099496,3638
No Urgent Place,Friend(s),Sunny,79.33051797498689,6PM,1d,Male,36,Single,0.033492378645326525,Some college - no degree,Construction & Extraction,$50000 - $62499,,1,0.8212925515292314,1,0.2628934110023239,0.35288694496996836,0.5808276473077606,3639
No Urgent Place,Friend(s),Sunny,80.76366936313403,10AM,1d,Male,21,Single,0.004759119779600553,Graduate degree (Masters or Doctorate),Student,$100000 or More,,0,-0.12342284622803604,1,0.15860034004513326,0.2560216738712675,0.5581163576243167,3640
No Urgent Place,Friend(s),Sunny,80.9964140903308,10PM,1d,Female,50plus,Divorced,0.9877748393719693,Graduate degree (Masters or Doctorate),Sales & Related,$37500 - $49999,,1,-0.2522541607557947,2,0.4181953746264314,0.2698274415548259,0.4934122986601792,3641
No Urgent Place,Friend(s),Sunny,79.82672550994533,2PM,1d,Male,21,Single,-0.00850304612354117,Some college - no degree,Life Physical Social Science,$12500 - $24999,,0,-0.16874624735038302,2,0.329702037354369,0.11009910874874268,0.37941542244480286,3642
Work,Alone,Snowy,31.077608217706302,7AM,1d,Female,41,Single,0.9840013866512859,Bachelors degree,Healthcare Support,$75000 - $87499,,1,0.07725168105067555,0,0.48942438060049753,0.7291360625066535,0.48319733730170966,3643
Home,Alone,Sunny,80.45562365188842,10PM,1d,Male,21,Single,-0.008692636341509434,Bachelors degree,Student,$100000 or More,,0,-0.0003632096863035021,1,0.3794957082660482,0.21323474424190295,0.2420350569749914,3644
Home,Alone,Sunny,80.04778273078252,6PM,2h,Male,36,Married partner,0.021482414483726783,Bachelors degree,Healthcare Practitioners & Technical,$25000 - $37499,,1,-0.5117496966329306,0,0.4277320038298442,0.20566667162213592,0.4480007232237695,3645
Work,Alone,Sunny,79.85999016682429,7AM,2h,Male,31,Married partner,0.9757678281595452,Some High School,Education&Training&Library,$25000 - $37499,,1,-0.11752068246535657,0,0.12908688736508622,0.2943524675437884,0.23872380695566298,3646
Home,Alone,Sunny,80.11153064769339,10PM,1d,Female,36,Married partner,0.9985348507170061,Bachelors degree,Education&Training&Library,$25000 - $37499,,1,-0.5873336377314715,0,0.13939365066461507,0.36358518752520586,0.24288515560477797,3647
Home,Partner,Sunny,80.57501636709719,7AM,2h,Female,21,Married partner,1.0066287913495153,Associates degree,Unemployed,$50000 - $62499,do not drive,1,1.1350420833384258,1,0.20996297856260487,0.3817037373992836,0.03797577566326937,3648
Work,Alone,Snowy,30.32076787184356,7AM,2h,Female,21,Unmarried partner,-0.004325113585967385,Some college - no degree,Sales & Related,$50000 - $62499,,0,-1.058777429932473,0,0.28008596957122,0.9250882584623973,0.8342748479197533,3649
No Urgent Place,Alone,Sunny,78.52028558878897,10AM,1d,Male,46,Married partner,0.9946791338888704,Some college - no degree,Personal Care & Service,$37500 - $49999,,0,1.8087907582640317,0,0.05912737432548316,2.2137489427791293,0.3164011714525504,3650
No Urgent Place,Alone,Sunny,56.962634624094704,6PM,1d,Female,21,Unmarried partner,0.006603279511392887,Bachelors degree,Sales & Related,$25000 - $37499,,1,-0.763389367406928,1,0.4425192883167645,1.04909669979387,0.28321737522459256,3651
No Urgent Place,Friend(s),Sunny,80.57472963553106,10AM,2h,Male,46,Unmarried partner,0.982013161282276,Some college - no degree,Computer & Mathematical,$62500 - $74999,,1,0.22171013301204784,1,0.2258991014175413,0.4299032043997726,0.1994266052569338,3652
Work,Alone,Sunny,81.03033372827551,7AM,1d,Male,21,Single,-0.017363997217252344,Bachelors degree,Sales & Related,$12500 - $24999,,1,1.204902448926559,3,0.36888109144181525,1.8307765846701995,0.018373565026603145,3653
No Urgent Place,Partner,Sunny,79.83530808273213,10AM,1d,Male,21,Unmarried partner,-0.011387461879650064,Some college - no degree,Education&Training&Library,$25000 - $37499,,0,0.6559646875145664,0,0.22545902823325342,0.5729074945174844,0.17511177500835073,3654
No Urgent Place,Partner,Rainy,53.83797885986863,6PM,2h,Female,below21,Unmarried partner,0.013789036294879792,High School Graduate,Student,Less than $12500,,0,-1.5096046973468227,0,0.20959336496643413,0.5229416809696379,0.21878718858173973,3655
No Urgent Place,Partner,Sunny,55.148697174806365,2PM,1d,Female,26,Unmarried partner,-0.0035902299721078204,High School Graduate,Healthcare Support,$25000 - $37499,,1,-0.2986079918073374,1,0.11900063485820452,2.417198670882404,0.980753218458125,3656
No Urgent Place,Partner,Sunny,78.0280104992358,10AM,2h,Male,21,Married partner,0.008157355698995882,Bachelors degree,Business & Financial,$75000 - $87499,,0,-1.5362837549881523,2,0.2861006757839273,0.4702975307951376,0.27137030484001856,3657
No Urgent Place,Friend(s),Rainy,55.94205088607008,10PM,2h,Female,50plus,Single,0.007232762715798303,Bachelors degree,Installation Maintenance & Repair,$75000 - $87499,,0,-0.7850334813780055,3,0.34834356450744136,0.8221244590882162,0.5255085497969438,3658
Home,Alone,Sunny,78.5846162509731,6PM,1d,Male,below21,Single,0.011307570973417478,Some college - no degree,Student,$62500 - $74999,,1,1.4471904985925348,2,0.2916813849237427,0.7797700703950917,0.766539982329473,3659
Work,Alone,Sunny,55.48802574085342,7AM,1d,Male,46,Divorced,1.0080058947689916,Some college - no degree,Computer & Mathematical,$62500 - $74999,,1,0.7632071685068604,2,0.5830537829536757,0.07153620208486848,0.784918262403895,3660
No Urgent Place,Alone,Sunny,78.47643916153412,10AM,2h,Female,31,Married partner,1.0143587427908796,Bachelors degree,Unemployed,$37500 - $49999,,1,-0.8332120342701157,0,0.371152737562187,0.9665908770294029,0.5155158943833662,3661
No Urgent Place,Friend(s),Snowy,80.5416449288014,10AM,2h,Female,46,Married partner,0.9958932776118173,Some college - no degree,Office & Administrative Support,$37500 - $49999,,1,0.4402654933206076,1,0.487184250381176,0.4623818885098937,0.15594283059830072,3662
Home,Partner,Sunny,29.275130879946957,10PM,2h,Female,36,Married partner,0.9902604454089328,Bachelors degree,Unemployed,$87500 - $99999,,0,-2.77019070398125,0,0.2741226885498999,0.9800894219935679,0.6326454952570917,3663
No Urgent Place,Friend(s),Sunny,79.7118357650139,2PM,2h,Female,31,Married partner,0.9767814659578057,Some college - no degree,Office & Administrative Support,$37500 - $49999,,1,0.16930648933110132,3,0.018533374111463944,0.34725681230950367,0.09904716283431314,3664
Work,Alone,Sunny,78.91174592813658,7AM,1d,Female,50plus,Married partner,1.0120824600269316,Bachelors degree,Legal,$50000 - $62499,Scooter and motorcycle,1,0.1531644646068894,2,0.17622586422711362,1.46495580146247,0.29579367694326164,3665
Work,Alone,Snowy,31.91298453835628,7AM,1d,Female,31,Married partner,0.9810791559841795,Bachelors degree,Unemployed,$100000 or More,,1,-0.5712593511183097,2,0.2440695708723941,0.0926938522101588,0.1132914199559295,3666
No Urgent Place,Friend(s),Sunny,55.46880699135152,2PM,1d,Female,50plus,Married partner,1.0013058824014622,Graduate degree (Masters or Doctorate),Sales & Related,$37500 - $49999,,1,0.1584853517355488,0,0.16340272162155348,0.8497767301524349,0.04380097974060948,3667
Work,Alone,Sunny,77.93999532833804,6PM,1d,Female,36,Married partner,0.02410568601304864,Bachelors degree,Computer & Mathematical,$12500 - $24999,,0,-0.6434507355939432,1,0.5311016287420366,0.44800519537686956,0.5584859225351116,3668
No Urgent Place,Alone,Sunny,56.1149789027121,2PM,1d,Male,21,Single,0.002340287949573616,Bachelors degree,Arts Design Entertainment Sports & Media,$50000 - $62499,,1,-1.684126444739938,3,0.4305409804411802,0.5602865258875487,0.3795438086106987,3669
Work,Alone,Sunny,56.51622619999277,7AM,1d,Female,31,Unmarried partner,0.040995977418846946,Some High School,Computer & Mathematical,$12500 - $24999,,0,-1.6787975467011444,3,0.3664118253594443,1.817408781009071,0.3311083784385578,3670
Home,Alone,Sunny,78.07705543784492,6PM,2h,Male,26,Single,-0.006131877430694502,Bachelors degree,Business & Financial,$100000 or More,,0,-0.6838289367896323,3,0.16370907245838567,1.3857947406586555,0.4885615852817624,3671
No Urgent Place,Friend(s),Sunny,78.57082787864897,10AM,2h,Female,26,Married partner,1.0209271723642652,Some college - no degree,Unemployed,$50000 - $62499,,0,-0.8815692371351453,1,0.6615358371147129,1.5005439934425011,0.852861547282108,3672
No Urgent Place,Friend(s),Sunny,82.3709917069616,2PM,2h,Female,31,Married partner,-0.03257295121428842,Some college - no degree,Unemployed,$25000 - $37499,,1,0.20111411867253046,1,0.07406447549728243,0.5995454345856791,0.32655203606252536,3673
Home,Alone,Snowy,30.507988375095426,10PM,2h,Female,21,Married partner,1.0360450566507804,Some college - no degree,Unemployed,$25000 - $37499,Mazda5,0,0.37471474266955224,3,0.15742660454514995,1.3451079945384152,0.9776445438271442,3674
No Urgent Place,Friend(s),Sunny,80.16920790298916,10PM,1d,Female,46,Divorced,1.0231614913505194,Bachelors degree,Office & Administrative Support,$25000 - $37499,,1,0.2555727250507401,1,0.25181036177560573,2.132255555124489,0.7149105233868016,3675
Home,Kid(s),Sunny,79.18637843682137,6PM,1d,Female,26,Single,-0.005736644929634387,Bachelors degree,Education&Training&Library,$50000 - $62499,,0,1.402533964443765,2,0.22619136422272568,1.6709282237987808,0.6855536635470221,3676
Home,Alone,Sunny,80.27278942167266,10AM,2h,Female,31,Single,0.9666786935745574,Bachelors degree,Production Occupations,$87500 - $99999,Car that is too old to install Onstar :D,1,-0.07023641479715627,2,0.36507344472479136,0.2906358715997211,0.4724894156432782,3677
Work,Alone,Sunny,56.68572545492755,7AM,2h,Male,36,Single,0.028941769408254707,Bachelors degree,Business & Financial,$100000 or More,,0,-0.7751701411004074,1,0.08304349381913723,0.4767206944558672,0.9387570670136592,3678
Work,Alone,Sunny,79.22387088429981,7AM,2h,Female,31,Married partner,0.0006556258237847962,Some college - no degree,Computer & Mathematical,$37500 - $49999,,0,-0.32659661722878364,0,0.18064417801673427,0.28241804554367206,0.6588761247456656,3679
No Urgent Place,Friend(s),Sunny,78.98517764779906,10AM,1d,Male,50plus,Widowed,-0.014705673737366861,Some college - no degree,Installation Maintenance & Repair,$12500 - $24999,,1,0.5519588796256294,2,0.12115883284014538,0.34124716738843425,0.31048085101605505,3680
Home,Partner,Sunny,29.12966551876944,10PM,2h,Male,41,Married partner,1.0165565232563085,Bachelors degree,Computer & Mathematical,$50000 - $62499,,1,0.9978482179677445,0,0.2123099661292803,1.311726442443411,0.9525264137440425,3681
Work,Alone,Snowy,30.985165918058623,7AM,1d,Male,46,Single,1.011691336007865,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,,0,1.3401195415719365,3,0.3187775483597131,0.7780680057233135,0.9598187746779279,3682
No Urgent Place,Friend(s),Sunny,29.553270065907476,10AM,2h,Male,50plus,Single,0.029814627809469477,Bachelors degree,Management,$100000 or More,,1,2.330852638306262,0,0.3035006431228516,0.6834166021620692,0.2323589110302272,3683
Home,Alone,Sunny,80.07674850200807,6PM,2h,Female,50plus,Divorced,-0.0183148971831663,Associates degree,Retired,$37500 - $49999,,1,0.019980546005449375,2,0.25703831566210145,0.18038921613916037,0.43831863591326303,3684
No Urgent Place,Partner,Sunny,79.63866011975318,6PM,2h,Male,21,Married partner,-0.0018305263111343733,Bachelors degree,Education&Training&Library,$12500 - $24999,,0,0.09438555894511612,2,0.45292003798033365,3.4135747170901465,0.27064454744847377,3685
No Urgent Place,Friend(s),Sunny,80.79356662738839,6PM,1d,Male,21,Unmarried partner,0.016771790335054562,High School Graduate,Business & Financial,$75000 - $87499,,1,-0.9787148683511998,1,0.014782186340559798,1.414743904758439,0.5895683113720035,3686
Work,Alone,Sunny,80.96546376694653,7AM,2h,Female,26,Unmarried partner,0.0011960860339027656,Graduate degree (Masters or Doctorate),Legal,$37500 - $49999,,0,0.9111231031979604,2,0.08360260401330107,0.39540848835183445,0.8807010643911803,3687
Work,Alone,Rainy,54.88977671072174,7AM,1d,Male,41,Married partner,1.0019913345725,Some college - no degree,Business & Financial,$100000 or More,,1,-0.23799776028137926,3,0.053561278431357176,1.003293146184803,0.5449176383529905,3688
Home,Alone,Snowy,80.8870536610487,10PM,1d,Male,31,Single,0.9794033705624041,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,Scooter and motorcycle,0,-0.06042797312526865,1,0.12788042630333685,3.342012434718711,0.6124084173452107,3689
Work,Alone,Snowy,28.86091224465891,6PM,1d,Male,21,Single,-0.021615094664074536,High School Graduate,Unemployed,Less than $12500,,1,-1.7782548067365511,3,0.17384015431877453,3.022618972705919,0.589167447757512,3690
